gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed,R64_picked,R32_picked,S16_picked,E8_picked,F4_picked,NCG_picked
mens,2018-03-17,0,1.0,1.0,1.0,0.607994714074,0.371697388455,0.20825620283799998,0.136921106683,1,150,Duke,94.25,Midwest,2,96.7%,87.2%,49.6%,15.1%,9.9%,3.7%
mens,2018-03-17,0,1.0,1.0,1.0,0.780031323624,0.361259788932,0.170920344665,0.099479326649,1,2305,Kansas,91.57,Midwest,1,98.0%,65.1%,29.2%,18.4%,13.5%,5.9%
mens,2018-03-17,0,1.0,1.0,0.8659449815189999,0.7212156508249999,0.41665013005400003,0.22685515614,0.095192927969,1,2132,Cincinnati,91.21,South,2,97.1%,81.0%,41.0%,16.9%,9.1%,5.3%
mens,2018-03-17,0,1.0,1.0,1.0,0.796223297965,0.440815323764,0.224920784895,0.087769036165,1,96,Kentucky,90.54,South,5,77.2%,29.3%,3.7%,1.2%,0.4%,0.2%
mens,2018-03-17,0,1.0,1.0,0.83194182012,0.362925108587,0.20620691445300002,0.10213276819499999,0.061451885662,1,127,Michigan State,91.75,Midwest,3,97.9%,84.7%,52.1%,20.8%,12.1%,5.5%
mens,2018-03-17,0,1.0,1.0,1.0,0.604375172093,0.328745007556,0.159822100803,0.058593112361000003,1,2250,Gonzaga,90.07,West,4,96.5%,87.8%,57.8%,38.5%,22.3%,9.4%
mens,2018-03-17,0,1.0,1.0,0.811153548941,0.467740979386,0.246467391701,0.13616657387199999,0.057771144256999994,1,153,North Carolina,90.7,West,2,96.5%,71.7%,35.1%,9.6%,2.6%,1.2%
mens,2018-03-17,0,1.0,1.0,1.0,0.458423722922,0.212112933437,0.103414581964,0.03803450093999999,1,130,Michigan,89.17,West,3,94.9%,63.4%,41.0%,11.6%,3.3%,1.5%
mens,2018-03-17,0,1.0,1.0,0.657697677743,0.425332775364,0.136575434918,0.059614555206,0.032718470021,1,2509,Purdue,89.69,East,2,97.4%,82.5%,48.6%,20.7%,5.7%,2.0%
mens,2018-03-17,0,1.0,1.0,0.706457142589,0.309905564312,0.154938094355,0.079400420582,0.030893237501,1,2752,Xavier,88.91,West,1,98.0%,89.1%,33.5%,22.0%,6.9%,3.8%
mens,2018-03-17,0,1.0,1.0,0.874742981054,0.21070849252999999,0.122868263219,0.04790744261800001,0.024203579977,1,277,West Virginia,89.04,East,5,76.4%,25.4%,8.7%,2.2%,0.4%,0.2%
mens,2018-03-17,0,1.0,1.0,1.0,0.39608440607199996,0.089690242662,0.037054607819999995,0.019535892569,1,2641,Texas Tech,88.04,East,3,94.4%,64.9%,32.0%,11.8%,3.2%,1.2%
mens,2018-03-17,0,1.0,1.0,0.34230232225699997,0.17858281856400002,0.041495494706,0.013922881392999999,0.006285907701,1,2086,Butler,85.96,East,10,19.7%,3.4%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-17,0,1.0,1.0,0.7244902759999999,0.172439040065,0.059556180987,0.021589924586,0.005867386479999999,1,2306,Kansas State,84.18,South,9,68.7%,3.8%,1.9%,0.6%,0.3%,0.1%
mens,2018-03-17,0,1.0,1.0,0.188846451059,0.073835297692,0.026839944134,0.012216310362,0.004162547057,1,245,Texas A&M,84.15,West,7,71.2%,20.6%,5.9%,1.6%,0.4%,0.2%
mens,2018-03-17,0,1.0,1.0,0.526429285222,0.119560804523,0.029202126518000002,0.009023274974,0.003814282476,1,228,Clemson,85.09,Midwest,5,59.8%,7.2%,1.7%,0.6%,0.2%,0.1%
mens,2018-03-17,0,1.0,1.0,0.293542857411,0.085719263595,0.030896628816999998,0.012376469943999999,0.0036701606089999997,1,52,Florida State,84.37,West,9,31.4%,3.9%,0.9%,0.3%,0.1%,0.1%
mens,2018-03-17,0,1.0,1.0,1.0,0.206434229921,0.056674260839,0.015648226096,0.0032307766700000002,1,2350,Loyola (IL),82.8,South,11,19.6%,3.4%,0.7%,0.2%,0.1%,0.1%
mens,2018-03-17,0,1.0,1.0,0.47357071477799995,0.10040787185399999,0.023060587561,0.0069240304,0.0028623023719999995,1,2,Auburn,84.29,Midwest,4,97.1%,87.9%,58.9%,47.1%,28.0%,14.6%
mens,2018-03-17,0,1.0,1.0,0.134055018481,0.072350119254,0.020154963665,0.006511644045,0.001574048591,1,2440,Nevada,82.76,South,7,62.0%,12.2%,3.8%,1.0%,0.2%,0.1%
mens,2018-03-17,1,1.0,1.0,0.16805817988,0.029080177339,0.008573194081,0.002260329696,0.000843434208,1,183,Syracuse,83.41,Midwest,11b,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2018-03-17,0,1.0,1.0,0.275509724,0.03133766197,0.006149140690999999,0.0010778067110000001,0.00014196203100000002,1,2378,Maryland-Baltimore County,77.73,South,16,1.3%,0.7%,0.5%,0.3%,0.1%,0.1%
mens,2018-03-17,0,1.0,1.0,0.125257018946,0.006867056759000001,0.001510687813,0.000210785523,4.664328499999999e-05,1,276,Marshall,77.86,East,13,11.1%,2.7%,0.4%,0.1%,0.0%,0.0%
mens,2018-03-17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2084,Buffalo,83.38,South,13,5.6%,1.7%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2633,Tennessee,87.49,South,3,94.1%,68.9%,33.9%,12.4%,6.6%,3.6%
mens,2018-03-17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,194,Ohio State,86.03,West,5,71.1%,11.2%,4.6%,1.4%,0.4%,0.2%
mens,2018-03-17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,248,Houston,86.5,West,6,80.4%,31.3%,10.5%,4.1%,2.1%,1.1%
mens,2018-03-17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2550,Seton Hall,85.95,Midwest,8,80.3%,33.9%,9.5%,3.3%,1.2%,0.4%
mens,2018-03-17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,227,Rhode Island,83.75,Midwest,7,60.1%,4.5%,2.0%,0.6%,0.3%,0.1%
mens,2018-03-17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,333,Alabama,83.03,East,9,64.7%,15.2%,11.2%,4.2%,1.4%,0.8%
mens,2018-03-17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,57,Florida,87.22,East,6,74.9%,26.0%,4.8%,1.6%,0.6%,0.3%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,258,Virginia,93.07,South,1,98.7%,94.1%,85.0%,61.9%,41.1%,27.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156,Creighton,83.4,South,8,2.0%,0.8%,0.8%,0.3%,0.1%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2166,Davidson,81.9,South,12,30.2%,3.6%,1.1%,0.2%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Arizona,87.86,South,4,89.1%,57.1%,7.4%,3.0%,1.3%,0.6%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2390,Miami (FL),83.94,South,6,79.1%,33.7%,7.8%,2.7%,1.0%,0.6%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2750,Wright State,74.31,South,14,3.6%,1.4%,0.4%,0.2%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251,Texas,82.9,South,10,22.8%,4.1%,1.1%,0.4%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2247,Georgia State,75.99,South,15,5.9%,1.8%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2640,Texas Southern,69.4,West,16b,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,142,Missouri,78.49,West,8,66.4%,7.5%,1.4%,0.5%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2571,South Dakota State,78.07,West,12,25.1%,2.8%,0.5%,0.3%,0.1%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2430,North Carolina-Greensboro,78.03,West,13,2.1%,1.0%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,San Diego State,81.72,West,11,28.9%,3.8%,0.6%,0.3%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,149,Montana,76.79,West,14,2.6%,1.1%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2507,Providence,81.27,West,10,40.3%,5.7%,1.2%,0.3%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,288,Lipscomb,72.45,West,15,10.9%,1.4%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,219,Pennsylvania,75.55,Midwest,16,23.6%,3.4%,0.8%,0.3%,0.1%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,152,North Carolina State,81.74,Midwest,9,38.0%,5.7%,1.2%,0.4%,0.1%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166,New Mexico State,79.79,Midwest,12,39.9%,4.9%,1.2%,0.4%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,232,College of Charleston,76.44,Midwest,13,2.9%,1.3%,0.3%,0.1%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2628,Texas Christian,84.84,Midwest,6,43.3%,5.9%,1.3%,0.4%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2083,Bucknell,78.25,Midwest,14,3.3%,1.5%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201,Oklahoma,82.1,Midwest,10,20.9%,4.8%,0.6%,0.4%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,314,Iona,74.79,Midwest,15,2.9%,1.3%,0.6%,0.1%,0.1%,0.0%
mens,2018-03-17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2515,Radford,71.64,East,16b,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,259,Virginia Tech,83.43,East,8,35.3%,7.1%,2.5%,0.7%,0.3%,0.2%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93,Murray State,78.93,East,12,33.6%,4.5%,1.2%,0.2%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2724,Wichita State,87.97,East,4,88.9%,57.3%,15.7%,5.5%,0.9%,0.3%
mens,2018-03-17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,179,St. Bonaventure,81.37,East,11a,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2617,Stephen F. Austin,74.78,East,14,3.6%,1.5%,0.4%,0.2%,0.1%,0.0%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Arkansas,83.29,East,7,69.9%,14.5%,5.2%,1.4%,0.4%,0.2%
mens,2018-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2239,Cal State Fullerton,71.88,East,15,5.1%,1.6%,0.6%,0.2%,0.1%,0.0%
mens,2018-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,65.3,West,16a,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Arizona State,81.26,Midwest,11a,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2018-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2341,Long Island University,67.64,East,16a,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,UCLA,83.22,East,11b,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2018-03-16,0,1.0,1.0,0.903674684856,0.7021992026549999,0.5361979418689999,0.30923142585999996,0.204092337604,1,222,Villanova,94.95,East,1,98.3%,79.5%,69.4%,48.8%,20.2%,7.9%
mens,2018-03-16,0,1.0,1.0,0.8431258710449999,0.48296173801799996,0.294609187007,0.169814656855,0.112639897586,1,150,Duke,93.02,Midwest,2,96.7%,87.2%,49.6%,15.1%,9.9%,3.7%
mens,2018-03-16,0,1.0,1.0,0.8659449815189999,0.579867236926,0.39548936565,0.21636204662500003,0.09565355008,1,2132,Cincinnati,91.21,South,2,97.1%,81.0%,41.0%,16.9%,9.1%,5.3%
mens,2018-03-16,0,1.0,1.0,0.7754823333230001,0.610519329168,0.31369073955800003,0.155494280636,0.092321588018,1,2305,Kansas,90.98,Midwest,1,98.0%,65.1%,29.2%,18.4%,13.5%,5.9%
mens,2018-03-16,0,1.0,1.0,0.83194182012,0.434810228723,0.256992857271,0.129085801657,0.07739480399,1,127,Michigan State,91.75,Midwest,3,97.9%,84.7%,52.1%,20.8%,12.1%,5.5%
mens,2018-03-16,0,1.0,1.0,0.811153548941,0.46682682428000005,0.253868516831,0.146336314899,0.063974571842,1,153,North Carolina,90.7,West,2,96.5%,71.7%,35.1%,9.6%,2.6%,1.2%
mens,2018-03-16,0,1.0,1.0,0.7266425980140001,0.445243697378,0.24517648657299998,0.127351048834,0.049240154878,1,2250,Gonzaga,89.63,West,4,96.5%,87.8%,57.8%,38.5%,22.3%,9.4%
mens,2018-03-16,0,1.0,1.0,0.7149487162070001,0.540457627152,0.24908466394499998,0.11497917353499999,0.042445309034000005,1,96,Kentucky,88.52,South,5,77.2%,29.3%,3.7%,1.2%,0.4%,0.2%
mens,2018-03-16,0,1.0,1.0,0.657697677743,0.40431709216899997,0.143374669846,0.065673169332,0.036527861662,1,2509,Purdue,89.69,East,2,97.4%,82.5%,48.6%,20.7%,5.7%,2.0%
mens,2018-03-16,0,1.0,1.0,0.706457142589,0.333384362028,0.165148371341,0.088447715523,0.035436894988000005,1,2752,Xavier,88.91,West,1,98.0%,89.1%,33.5%,22.0%,6.9%,3.8%
mens,2018-03-16,0,1.0,1.0,0.583971781231,0.282680109869,0.14221787784,0.075734083109,0.03014180704,1,130,Michigan,88.79,West,3,94.9%,63.4%,41.0%,11.6%,3.3%,1.5%
mens,2018-03-16,0,1.0,1.0,0.874742981054,0.253554642333,0.14359155444399999,0.058642477276,0.029904797525999997,1,277,West Virginia,89.04,East,5,76.4%,25.4%,8.7%,2.2%,0.4%,0.2%
mens,2018-03-16,0,1.0,1.0,0.725475451072,0.31127219103799997,0.18651800431200002,0.081631098508,0.028523967762000002,1,2633,Tennessee,87.49,South,3,94.1%,68.9%,33.9%,12.4%,6.6%,3.6%
mens,2018-03-16,0,1.0,1.0,0.41602821876900004,0.176744294558,0.079398220571,0.042856553365,0.017328496592,1,248,Houston,86.5,West,6,80.4%,31.3%,10.5%,4.1%,2.1%,1.1%
mens,2018-03-16,0,1.0,1.0,0.557318832763,0.23174719329799998,0.06190581208,0.027780833366999998,0.015215490068999998,1,2641,Texas Tech,87.47,East,3,94.4%,64.9%,32.0%,11.8%,3.2%,1.2%
mens,2018-03-16,0,1.0,1.0,0.442681167237,0.197053450187,0.056671321523,0.022726066581,0.011428910009,1,57,Florida,87.22,East,6,74.9%,26.0%,4.8%,1.6%,0.6%,0.3%
mens,2018-03-16,0,1.0,1.0,0.273357401986,0.12653082451,0.052333045708,0.024102368953,0.008130032864,1,194,Ohio State,86.03,West,5,71.1%,11.2%,4.6%,1.4%,0.4%,0.2%
mens,2018-03-16,0,1.0,1.0,0.7244902759999999,0.246851312309,0.072242224456,0.025626469137,0.007245850787,1,2306,Kansas State,84.18,South,9,68.7%,3.8%,1.9%,0.6%,0.3%,0.1%
mens,2018-03-16,0,1.0,1.0,0.34230232225699997,0.16688226434599998,0.043792535997000004,0.015629608881000002,0.007184848555,1,2086,Butler,85.96,East,10,19.7%,3.4%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-16,0,1.0,1.0,0.224517666677,0.127985190272,0.038170208256,0.012608677775,0.005502948091,1,2550,Seton Hall,85.95,Midwest,8,80.3%,33.9%,9.5%,3.3%,1.2%,0.4%
mens,2018-03-16,0,1.0,1.0,0.526429285222,0.141715008216,0.039009297932,0.012430029825,0.005274295127,1,228,Clemson,85.09,Midwest,5,59.8%,7.2%,1.7%,0.6%,0.2%,0.1%
mens,2018-03-16,0,1.0,1.0,0.188846451059,0.073748771293,0.0280393191,0.01344632566,0.004745924257000001,1,245,Texas A&M,84.15,West,7,71.2%,20.6%,5.9%,1.6%,0.4%,0.2%
mens,2018-03-16,0,1.0,1.0,0.293542857411,0.094841116084,0.033818162037,0.014315205819,0.004399280903,1,52,Florida State,84.37,West,9,31.4%,3.9%,0.9%,0.3%,0.1%,0.1%
mens,2018-03-16,0,1.0,1.0,0.47357071477799995,0.11978047234400001,0.031120595001,0.009645939596,0.004004980442,1,2,Auburn,84.29,Midwest,4,97.1%,87.9%,58.9%,47.1%,28.0%,14.6%
mens,2018-03-16,0,1.0,1.0,0.285051283793,0.163289718285,0.046771684730000006,0.014482933945,0.0035806678960000004,1,2084,Buffalo,83.38,South,13,5.6%,1.7%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-16,0,1.0,1.0,0.274524548928,0.063760592157,0.024929843332,0.007333160781000001,0.001723958398,1,2350,Loyola (IL),82.01,South,11,19.6%,3.4%,0.7%,0.2%,0.1%,0.1%
mens,2018-03-16,0,1.0,1.0,0.134055018481,0.045099979878000004,0.017177938378,0.005657213275999999,0.0014861185879999998,1,2440,Nevada,82.76,South,7,62.0%,12.2%,3.8%,1.0%,0.2%,0.1%
mens,2018-03-16,0,1.0,1.0,0.096325315144,0.034314124781,0.012389479961000002,0.003699971764,0.001478040282,1,333,Alabama,83.03,East,9,64.7%,15.2%,11.2%,4.2%,1.4%,0.8%
mens,2018-03-16,0,1.0,1.0,0.156874128955,0.041391503189,0.013319823500000001,0.0036779546340000003,0.0013931377830000001,1,227,Rhode Island,83.75,Midwest,7,60.1%,4.5%,2.0%,0.6%,0.3%,0.1%
mens,2018-03-16,1,1.0,1.0,0.16805817988,0.040836530068999996,0.013087291475,0.00354359986,0.0013213000709999998,1,183,Syracuse,83.41,Midwest,11b,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2018-03-16,0,1.0,1.0,0.275509724,0.049401342254999994,0.007786275196999999,0.0013382880309999999,0.000186636946,1,2378,Maryland-Baltimore County,77.73,South,16,1.3%,0.7%,0.5%,0.3%,0.1%,0.1%
mens,2018-03-16,0,1.0,1.0,0.125257018946,0.009932030232,0.0020766842790000003,0.00031550610100000004,7.154033e-05,1,276,Marshall,77.86,East,13,11.1%,2.7%,0.4%,0.1%,0.0%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,258,Virginia,93.07,South,1,98.7%,94.1%,85.0%,61.9%,41.1%,27.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156,Creighton,83.4,South,8,2.0%,0.8%,0.8%,0.3%,0.1%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2166,Davidson,81.9,South,12,30.2%,3.6%,1.1%,0.2%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Arizona,87.86,South,4,89.1%,57.1%,7.4%,3.0%,1.3%,0.6%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2390,Miami (FL),83.94,South,6,79.1%,33.7%,7.8%,2.7%,1.0%,0.6%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2750,Wright State,74.31,South,14,3.6%,1.4%,0.4%,0.2%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251,Texas,82.9,South,10,22.8%,4.1%,1.1%,0.4%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2247,Georgia State,75.99,South,15,5.9%,1.8%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2640,Texas Southern,69.4,West,16b,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,142,Missouri,78.49,West,8,66.4%,7.5%,1.4%,0.5%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2571,South Dakota State,78.07,West,12,25.1%,2.8%,0.5%,0.3%,0.1%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2430,North Carolina-Greensboro,78.03,West,13,2.1%,1.0%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,San Diego State,81.72,West,11,28.9%,3.8%,0.6%,0.3%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,149,Montana,76.79,West,14,2.6%,1.1%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2507,Providence,81.27,West,10,40.3%,5.7%,1.2%,0.3%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,288,Lipscomb,72.45,West,15,10.9%,1.4%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,219,Pennsylvania,75.55,Midwest,16,23.6%,3.4%,0.8%,0.3%,0.1%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,152,North Carolina State,81.74,Midwest,9,38.0%,5.7%,1.2%,0.4%,0.1%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166,New Mexico State,79.79,Midwest,12,39.9%,4.9%,1.2%,0.4%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,232,College of Charleston,76.44,Midwest,13,2.9%,1.3%,0.3%,0.1%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2628,Texas Christian,84.84,Midwest,6,43.3%,5.9%,1.3%,0.4%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2083,Bucknell,78.25,Midwest,14,3.3%,1.5%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201,Oklahoma,82.1,Midwest,10,20.9%,4.8%,0.6%,0.4%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,314,Iona,74.79,Midwest,15,2.9%,1.3%,0.6%,0.1%,0.1%,0.0%
mens,2018-03-16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2515,Radford,71.64,East,16b,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,259,Virginia Tech,83.43,East,8,35.3%,7.1%,2.5%,0.7%,0.3%,0.2%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93,Murray State,78.93,East,12,33.6%,4.5%,1.2%,0.2%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2724,Wichita State,87.97,East,4,88.9%,57.3%,15.7%,5.5%,0.9%,0.3%
mens,2018-03-16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,179,St. Bonaventure,81.37,East,11a,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2617,Stephen F. Austin,74.78,East,14,3.6%,1.5%,0.4%,0.2%,0.1%,0.0%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Arkansas,83.29,East,7,69.9%,14.5%,5.2%,1.4%,0.4%,0.2%
mens,2018-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2239,Cal State Fullerton,71.88,East,15,5.1%,1.6%,0.6%,0.2%,0.1%,0.0%
mens,2018-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,65.3,West,16a,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Arizona State,81.26,Midwest,11a,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2018-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2341,Long Island University,67.64,East,16a,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,UCLA,83.22,East,11b,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2018-03-15,0,1.0,1.0,0.903674684856,0.697270103502,0.515072186709,0.298354832843,0.184158255947,1,222,Villanova,94.95,East,1,98.3%,79.5%,69.4%,48.8%,20.2%,7.9%
mens,2018-03-15,0,1.0,0.978539485268,0.831920666334,0.616388889551,0.412494100344,0.26343908884399997,0.136479874904,1,258,Virginia,93.07,South,1,98.7%,94.1%,85.0%,61.9%,41.1%,27.1%
mens,2018-03-15,0,1.0,1.0,0.8431258710449999,0.48926721074199997,0.298615563511,0.167558060958,0.103678089875,1,150,Duke,93.02,Midwest,2,96.7%,87.2%,49.6%,15.1%,9.9%,3.7%
mens,2018-03-15,0,1.0,1.0,0.7754823333230001,0.6278002628589999,0.322816401407,0.15430636216,0.084175520703,1,2305,Kansas,90.98,Midwest,1,98.0%,65.1%,29.2%,18.4%,13.5%,5.9%
mens,2018-03-15,0,1.0,0.932632274959,0.7751653685009999,0.521670523557,0.251238358893,0.143910530317,0.065702111658,1,2132,Cincinnati,91.06,South,2,97.1%,81.0%,41.0%,16.9%,9.1%,5.3%
mens,2018-03-15,0,1.0,0.922757000474,0.747934056846,0.39554339469099997,0.23634449306400002,0.116295784604,0.064903924959,1,127,Michigan State,91.67,Midwest,3,97.9%,84.7%,52.1%,20.8%,12.1%,5.5%
mens,2018-03-15,0,1.0,0.977510528408,0.7326507230249999,0.486465135427,0.19366224870999998,0.09685810698200001,0.052955890474,1,2509,Purdue,91.08,East,2,97.4%,82.5%,48.6%,20.7%,5.7%,2.0%
