gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,2017-03-15,0,1.0,0.505718274639,0.172976794701,0.042858486997,0.009379023543,0.002363538949,0.000747385346,1,120,Maryland,82.48,West,6
mens,2017-03-15,0,1.0,0.454292815931,0.066373981917,0.022163655145,0.007824092234,0.002137141803,0.000723573348,1,77,Northwestern,82.6,West,8
mens,2017-03-15,0,1.0,0.519562240526,0.184583116675,0.042529634298,0.010124375757,0.002831008554,0.000700293273,1,135,Minnesota,81.23,South,5
mens,2017-03-15,1,1.0,0.196054716757,0.061738356887,0.016975356853,0.003869723724,0.001385915454,0.000552049581,1,30,Southern California,82.1,East,11b
mens,2017-03-15,0,1.0,0.16912036938,0.038797278455,0.006839690081,0.001976695809,0.000658518353,0.000193008697,1,2440,Nevada,80.73,Midwest,12
mens,2017-03-15,0,1.0,0.245291832786,0.049146791543,0.007350411388,0.001982721266,0.000408559853,0.00010865245,1,163,Princeton,80.0,West,12
mens,2017-03-15,0,1.0,0.155233088499,0.042110696367,0.005989522793,0.001580370126,0.000373982621,0.000103468933,1,350,North Carolina-Wilmington,80.19,East,12
mens,2017-03-15,0,1.0,0.210201959061,0.019503795572,0.005284426421,0.001369965359,0.000322104021,8.8603049e-05,1,259,Virginia Tech,80.02,East,9
mens,2017-03-15,0,1.0,0.140303688987,0.03580835808,0.005473229756,0.001397500684,0.000330757441,6.9681553e-05,1,261,Vermont,79.49,Midwest,13
mens,2017-03-15,0,1.0,0.098170484964,0.028442092542,0.003276056528,0.000703305804,0.000115115572,2.5003574e-05,1,2083,Bucknell,77.93,West,13
mens,2017-03-15,0,1.0,0.125081947623,0.022741487972,0.002468307536,0.000517502284,0.000101071761,2.3529174e-05,1,2193,East Tennessee State,78.05,East,13
mens,2017-03-15,0,1.0,0.109794093934,0.03087977255,0.003895310877,0.000522322059,7.8053454e-05,1.0598294e-05,1,2737,Winthrop,75.53,South,13
mens,2017-03-15,0,1.0,0.124540662576,0.039875571347,0.004390241339,0.00044342743,5.4996318e-05,9.306769e-06,1,526,Florida Gulf Coast,75.81,West,14
mens,2017-03-15,0,1.0,0.096501115089,0.013496812836,0.00168402297,0.000173670584,3.2926091e-05,7.461339e-06,1,166,New Mexico State,75.6,East,14
mens,2017-03-15,0,1.0,0.077546855207,0.014844208835,0.001650843228,0.000180257856,2.7258915e-05,3.725379e-06,1,314,Iona,75.49,Midwest,14
mens,2017-03-15,0,1.0,0.058276357424,0.007394807588,0.000623781375,9.436767e-05,1.2687702e-05,1.556131e-06,1,2309,Kent State,74.27,South,14
mens,2017-03-15,0,1.0,0.033096505656,0.005765631309,0.000674379805,4.9353114e-05,5.299454e-06,7.09736e-07,1,2653,Troy,73.28,East,15
mens,2017-03-15,0,1.0,0.033193621198,0.003763286015,0.000472824072,6.1583549e-05,6.855984e-06,7.00774e-07,1,94,Northern Kentucky,72.83,South,15
mens,2017-03-15,0,1.0,0.023204369319,0.00414701157,0.000447293487,5.5355855e-05,5.216397e-06,6.85689e-07,1,2571,South Dakota State,72.79,West,16
mens,2017-03-15,0,1.0,0.047498365035,0.004918122371,0.000812417756,5.8861889e-05,5.102393e-06,6.20539e-07,1,155,North Dakota,72.33,West,15
mens,2017-03-15,0,1.0,0.020724660504,0.002532643833,0.000345020296,2.5125884e-05,2.344636e-06,2.01951e-07,1,2640,Texas Southern,70.99,South,16
mens,2017-03-15,0,1.0,0.026181881497,0.002149023352,0.000258836074,1.6875755e-05,1.536133e-06,1.28064e-07,1,55,Jacksonville State,71.17,Midwest,15
mens,2017-03-15,1,1.0,0.016809355461,0.001779988391,0.00011752404,9.326909e-06,9.75997e-07,9.324e-08,1,302,UC-Davis,70.96,Midwest,16b
mens,2017-03-15,1,1.0,0.012573012298,0.001106600349,7.8304007e-05,5.606288e-06,3.68989e-07,3.1011e-08,1,116,Mount St. Mary's,70.2,East,16a
mens,2017-03-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2443,New Orleans,69.67,East,16b
mens,2017-03-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2507,Providence,82.05,East,11a
mens,2017-03-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,154,Wake Forest,83.32,South,11b
mens,2017-03-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,71.31,Midwest,16a
mens,2017-03-16,0,1.0,1.0,0.78754911655,0.569191113946,0.389935131378,0.233893378205,0.146131629675,1,222,Villanova,95.21,East,1
mens,2017-03-16,0,1.0,1.0,0.881951066299,0.612569860398,0.417842047831,0.231179910908,0.13963824468,1,2250,Gonzaga,93.76,West,1
mens,2017-03-16,0,1.0,0.983190644539,0.808302989787,0.543960289988,0.372361934563,0.208391947856,0.101986660698,1,2305,Kansas,92.18,Midwest,1
mens,2017-03-16,0,1.0,0.966806378802,0.68192340728,0.474962340056,0.301376157449,0.167450854044,0.081246512164,1,96,Kentucky,92.28,South,2
mens,2017-03-16,0,1.0,0.979275339496,0.798724712655,0.565548647262,0.292222764369,0.151631716039,0.068576351857,1,153,North Carolina,91.74,South,1
mens,2017-03-16,0,1.0,0.966903494344,0.77986968716,0.510806309107,0.236025125407,0.120925480325,0.06603326978,1,150,Duke,92.26,East,2
mens,2017-03-16,0,1.0,0.973818118503,0.668185522471,0.465179386547,0.214218980656,0.110014112064,0.049260583857,1,97,Louisville,90.8,Midwest,2
mens,2017-03-16,0,1.0,1.0,0.552600206048,0.375586713315,0.153456648072,0.07673322971,0.04271847407,1,12,Arizona,89.1,West,2
mens,2017-03-16,0,1.0,1.0,0.685075367497,0.264086665017,0.147157138863,0.068047285002,0.035566650294,1,277,West Virginia,90.93,West,4
mens,2017-03-16,0,1.0,1.0,0.534809930154,0.191865377578,0.102747631203,0.050104491744,0.026234990943,1,258,Virginia,90.22,East,5
mens,2017-03-16,0,1.0,1.0,0.447399793952,0.321802613295,0.144625810787,0.056547078894,0.025796161429,1,2608,Saint Mary's (CA),87.88,West,7
mens,2017-03-16,0,1.0,0.941723642576,0.611215043428,0.207386884588,0.096562419857,0.052121387303,0.024543832706,1,26,UCLA,88.02,South,3
mens,2017-03-16,0,1.0,1.0,0.541709478831,0.211018177228,0.114477881188,0.053500177684,0.021770290419,1,2509,Purdue,88.88,Midwest,4
mens,2017-03-16,0,1.0,0.692358309471,0.244216762846,0.149951368802,0.083505542641,0.043487327928,0.019740075711,1,2724,Wichita State,88.86,South,10
mens,2017-03-16,0,1.0,1.0,0.458290521169,0.181503481557,0.099645080819,0.046039452472,0.01852064908,1,66,Iowa State,88.28,Midwest,5
mens,2017-03-16,0,1.0,0.803945283243,0.463454539203,0.200434703508,0.072004035806,0.033412619382,0.016772637018,1,2567,Southern Methodist,88.43,East,6
mens,2017-03-16,0,1.0,0.903498884911,0.461310291075,0.188677847305,0.063955069097,0.028469733846,0.013795470321,1,239,Baylor,87.66,East,3
mens,2017-03-16,0,1.0,1.0,0.702719741089,0.261000681948,0.096918361509,0.036782289328,0.01220244993,1,2086,Butler,86.75,South,4
mens,2017-03-16,0,1.0,0.922453144793,0.612530910515,0.210819509714,0.06502360718,0.029132543001,0.011363639728,1,2483,Oregon,87.3,Midwest,3
mens,2017-03-16,0,1.0,1.0,0.465190069846,0.132838807415,0.060859084508,0.024997591136,0.0113114919,1,57,Florida,88.15,East,4
mens,2017-03-16,0,1.0,1.0,0.21245088345,0.10610470106,0.051080365071,0.022185501702,0.010527585585,1,275,Wisconsin,88.34,East,8
mens,2017-03-16,0,1.0,1.0,0.700821375692,0.231710262241,0.070470295768,0.024770535656,0.010356981131,1,52,Florida State,87.39,West,3
mens,2017-03-16,0,1.0,0.613861756024,0.253171856895,0.100053657802,0.052003026475,0.023460806689,0.00921991813,1,2132,Cincinnati,87.35,South,6
mens,2017-03-16,0,1.0,0.633435389742,0.229701754006,0.136026185555,0.049458594775,0.021103736897,0.007841413103,1,130,Michigan,86.86,Midwest,7
mens,2017-03-16,0,1.0,1.0,0.314924632503,0.08892230527,0.039558223275,0.014413324861,0.006206790593,1,87,Notre Dame,86.92,West,5
mens,2017-03-16,0,1.0,0.560859158665,0.219366215263,0.082632247491,0.027749455466,0.010558277596,0.003503514638,1,156,Creighton,84.43,Midwest,6
mens,2017-03-16,0,1.0,0.366564610258,0.09996370017,0.057101230454,0.019775520647,0.008126731113,0.002909196364,1,197,Oklahoma State,84.71,Midwest,10
mens,2017-03-16,1,1.0,0.386138243976,0.128218292089,0.038041642102,0.016039495554,0.006325256377,0.002178130637,1,2306,Kansas State,84.14,South,11a
mens,2017-03-16,0,1.0,0.551241404307,0.110523561251,0.037801862258,0.014845340265,0.005445047302,0.001743011167,1,2390,Miami (FL),84.56,Midwest,8
mens,2017-03-16,0,1.0,0.505738239006,0.101191930091,0.050649093662,0.016597826182,0.005685938127,0.001708413135,1,8,Arkansas,83.19,South,8
mens,2017-03-16,0,1.0,1.0,0.297280258911,0.080057274513,0.022056309384,0.006028999651,0.001458751528,1,2393,Middle Tennessee,82.49,South,12
mens,2017-03-16,0,1.0,1.0,0.299178624308,0.070900411149,0.015946474612,0.00425411113,0.001413568502,1,2752,Xavier,83.67,West,11
mens,2017-03-16,0,1.0,0.439140841335,0.153258665386,0.046331760938,0.012653549579,0.004409300964,0.001342515853,1,227,Rhode Island,84.02,Midwest,11
mens,2017-03-16,0,1.0,0.567264572844,0.12788435314,0.046592806588,0.010746529145,0.003113038484,0.001043182236,1,2579,South Carolina,83.08,East,7
mens,2017-03-16,0,1.0,0.307641690529,0.07009654386,0.028507501204,0.010724606854,0.003499997428,0.001003650821,1,2168,Dayton,82.84,South,7
mens,2017-03-16,0,1.0,0.432735427156,0.086480328392,0.034154573864,0.008600403203,0.002722167576,0.000985067687,1,269,Marquette,83.01,East,10
mens,2017-03-16,0,1.0,0.494261760994,0.097550713421,0.042439199973,0.011818379584,0.003624344869,0.000979052107,1,2550,Seton Hall,82.95,South,9
mens,2017-03-16,0,1.0,1.0,0.118048933701,0.034421169315,0.010943360793,0.002837668251,0.000920529023,1,77,Northwestern,83.25,West,8
mens,2017-03-16,0,1.0,0.448758595693,0.079393460571,0.025615761628,0.009590294176,0.003129682326,0.000893918721,1,127,Michigan State,82.79,Midwest,9
mens,2017-03-16,1,1.0,0.196054716757,0.061738356887,0.016975356853,0.003828151579,0.001356050107,0.000540677253,1,30,Southern California,82.1,East,11b
mens,2017-03-16,0,1.0,0.096501115089,0.013496812836,0.00168402297,0.000170250807,3.1733341e-05,7.19698e-06,1,166,New Mexico State,75.6,East,14
mens,2017-03-16,0,1.0,0.077546855207,0.014844208835,0.001650843228,0.000175413906,2.6600783e-05,3.616781e-06,1,314,Iona,75.49,Midwest,14
mens,2017-03-16,0,1.0,0.058276357424,0.007394807588,0.000623781375,9.2491491e-05,1.2378121e-05,1.510689e-06,1,2309,Kent State,74.27,South,14
mens,2017-03-16,0,1.0,0.033096505656,0.005765631309,0.000674379805,4.8222797e-05,5.069741e-06,6.79231e-07,1,2653,Troy,73.28,East,15
mens,2017-03-16,0,1.0,0.033193621198,0.003763286015,0.000472824072,6.0266381e-05,6.676047e-06,6.78756e-07,1,94,Northern Kentucky,72.83,South,15
mens,2017-03-16,0,1.0,0.020724660504,0.002532643833,0.000305102641,2.2352271e-05,2.084721e-06,1.79375e-07,1,2640,Texas Southern,70.99,South,16
mens,2017-03-16,0,1.0,0.026181881497,0.002149023352,0.000258836074,1.6347728e-05,1.491858e-06,1.23605e-07,1,55,Jacksonville State,71.17,Midwest,15
mens,2017-03-16,1,1.0,0.016809355461,0.001779988391,0.00010042734,7.999051e-06,8.41411e-07,8.0109e-08,1,302,UC-Davis,70.96,Midwest,16b
mens,2017-03-16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,116,Mount St. Mary's,71.55,East,16a
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,259,Virginia Tech,80.74,East,9
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,350,North Carolina-Wilmington,81.0,East,12
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2193,East Tennessee State,78.92,East,13
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2571,South Dakota State,74.02,West,16
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,238,Vanderbilt,84.12,West,9
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,163,Princeton,80.67,West,12
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2083,Bucknell,78.86,West,13
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120,Maryland,82.86,West,6
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,526,Florida Gulf Coast,76.68,West,14
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2670,Virginia Commonwealth,83.57,West,10
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,155,North Dakota,73.42,West,15
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,135,Minnesota,81.59,South,5
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2737,Winthrop,76.43,South,13
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2440,Nevada,81.52,Midwest,12
mens,2017-03-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,261,Vermont,80.32,Midwest,13
mens,2017-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2443,New Orleans,69.67,East,16b
mens,2017-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2507,Providence,82.05,East,11a
mens,2017-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,154,Wake Forest,83.32,South,11b
mens,2017-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,71.31,Midwest,16a
mens,2017-03-17,0,1.0,1.0,0.78754911655,0.569191113946,0.395965101302,0.237103805673,0.147207887685,1,222,Villanova,95.21,East,1
mens,2017-03-17,0,1.0,1.0,0.881951066299,0.612569860398,0.417842047831,0.232700250301,0.13975870066,1,2250,Gonzaga,93.76,West,1
mens,2017-03-17,0,1.0,1.0,0.812962426954,0.548766059453,0.378585742422,0.210113586992,0.10353592688,1,2305,Kansas,92.25,Midwest,1
mens,2017-03-17,0,1.0,1.0,0.673671972076,0.456583345525,0.289117712372,0.161402765671,0.079129947968,1,96,Kentucky,92.33,South,2
mens,2017-03-17,0,1.0,1.0,0.777953651172,0.552211445184,0.253949175035,0.129598176696,0.070114906513,1,150,Duke,92.35,East,2
mens,2017-03-17,0,1.0,1.0,0.821819319438,0.582326801645,0.294465289571,0.152907616535,0.06961439085,1,153,North Carolina,91.82,South,1
mens,2017-03-17,0,1.0,1.0,0.67329758196,0.474145434846,0.216949840042,0.110103808562,0.049558147038,1,97,Louisville,90.86,Midwest,2
mens,2017-03-17,0,1.0,1.0,0.552600206048,0.375586713315,0.153456648072,0.077325448738,0.042770531333,1,12,Arizona,89.1,West,2
mens,2017-03-17,0,1.0,1.0,0.685075367497,0.264086665017,0.147157138863,0.068631468426,0.035620470066,1,277,West Virginia,90.93,West,4
mens,2017-03-17,0,1.0,1.0,0.534809930154,0.191865377578,0.105443657326,0.051270212535,0.026612128958,1,258,Virginia,90.22,East,5
mens,2017-03-17,0,1.0,1.0,0.447399793952,0.321802613295,0.144625810787,0.057134102509,0.025852392,1,2608,Saint Mary's (CA),87.88,West,7
mens,2017-03-17,0,1.0,1.0,0.326328027924,0.190705740807,0.104490383329,0.053985235763,0.024452347727,1,2724,Wichita State,89.37,South,10
mens,2017-03-17,0,1.0,1.0,0.608901848761,0.199829584298,0.092949920648,0.050545327419,0.02411978677,1,26,UCLA,88.98,South,3
mens,2017-03-17,0,1.0,1.0,0.541709478831,0.206605258232,0.11317287903,0.052184413115,0.021354332463,1,2509,Purdue,88.88,Midwest,4
mens,2017-03-17,0,1.0,1.0,0.761875935913,0.290010200125,0.092951324598,0.039619315549,0.018371571359,1,239,Baylor,88.21,East,3
mens,2017-03-17,0,1.0,1.0,0.458290521169,0.177784788825,0.098534965313,0.044911159106,0.018169470078,1,66,Iowa State,88.28,Midwest,5
mens,2017-03-17,0,1.0,1.0,0.391098151239,0.15288132937,0.080292981244,0.03696939307,0.014922926157,1,2132,Cincinnati,88.46,South,6
mens,2017-03-17,0,1.0,1.0,0.677668425809,0.233922899173,0.071226913597,0.031378308312,0.012277561272,1,2483,Oregon,87.48,Midwest,3
mens,2017-03-17,0,1.0,1.0,0.702719741089,0.253207244882,0.091229468329,0.034708848765,0.011628469043,1,2086,Butler,86.75,South,4
mens,2017-03-17,0,1.0,1.0,0.465190069846,0.132838807415,0.062861559242,0.025727863602,0.011521868813,1,57,Florida,88.15,East,4
mens,2017-03-17,0,1.0,1.0,0.21245088345,0.10610470106,0.052654397217,0.022791959481,0.010709232443,1,275,Wisconsin,88.34,East,8
mens,2017-03-17,0,1.0,1.0,0.700821375692,0.231710262241,0.070470295768,0.025054532443,0.0103840495,1,52,Florida State,87.39,West,3
mens,2017-03-17,0,1.0,1.0,0.32670241804,0.18974189835,0.065303519925,0.026403152503,0.009502132434,1,130,Michigan,87.18,Midwest,7
mens,2017-03-17,0,1.0,1.0,0.314924632503,0.08892230527,0.039558223275,0.014573381587,0.006222102692,1,87,Notre Dame,86.92,West,5
mens,2017-03-17,0,1.0,1.0,0.322331574191,0.10218976763,0.028707196813,0.010146851496,0.003207358763,1,227,Rhode Island,85.63,Midwest,11
mens,2017-03-17,0,1.0,1.0,0.187037573046,0.066843893489,0.027518942859,0.009560080818,0.002972092553,1,127,Michigan State,85.0,Midwest,9
mens,2017-03-17,0,1.0,1.0,0.178180680562,0.087577356709,0.027060893989,0.00909021715,0.002701581654,1,8,Arkansas,84.09,South,8
mens,2017-03-17,0,1.0,1.0,0.222046348828,0.099696646817,0.024259551193,0.007358780871,0.00254381021,1,2579,South Carolina,84.71,East,7
mens,2017-03-17,1,1.0,1.0,0.238124064087,0.058081707875,0.011915234087,0.003918723754,0.0014533463,1,30,Southern California,83.03,East,11b
mens,2017-03-17,0,1.0,1.0,0.299178624308,0.070900411149,0.015946474612,0.004313803099,0.001418821268,1,2752,Xavier,83.67,West,11
mens,2017-03-17,0,1.0,1.0,0.297280258911,0.076888596765,0.02039335052,0.005589234724,0.001367658541,1,2393,Middle Tennessee,82.49,South,12
mens,2017-03-17,0,1.0,1.0,0.118048933701,0.034421169315,0.010943360793,0.002878174736,0.000924050007,1,77,Northwestern,83.25,West,8
mens,2017-03-17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,116,Mount St. Mary's,71.55,East,16a
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,259,Virginia Tech,80.74,East,9
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,350,North Carolina-Wilmington,81.0,East,12
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2193,East Tennessee State,78.92,East,13
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2567,Southern Methodist,88.55,East,6
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166,New Mexico State,76.53,East,14
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,269,Marquette,83.74,East,10
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2653,Troy,74.44,East,15
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2571,South Dakota State,74.02,West,16
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,238,Vanderbilt,84.12,West,9
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,163,Princeton,80.67,West,12
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2083,Bucknell,78.86,West,13
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120,Maryland,82.86,West,6
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,526,Florida Gulf Coast,76.68,West,14
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2670,Virginia Commonwealth,83.57,West,10
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,155,North Dakota,73.42,West,15
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2640,Texas Southern,72.25,South,16
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2550,Seton Hall,83.33,South,9
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,135,Minnesota,81.59,South,5
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2737,Winthrop,76.43,South,13
mens,2017-03-17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2306,Kansas State,84.64,South,11a
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2309,Kent State,75.31,South,14
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2168,Dayton,83.43,South,7
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94,Northern Kentucky,73.99,South,15
mens,2017-03-17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,302,UC-Davis,72.26,Midwest,16b
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2390,Miami (FL),84.89,Midwest,8
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2440,Nevada,81.52,Midwest,12
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,261,Vermont,80.32,Midwest,13
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156,Creighton,84.76,Midwest,6
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,314,Iona,76.47,Midwest,14
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,197,Oklahoma State,85.23,Midwest,10
mens,2017-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,Jacksonville State,72.38,Midwest,15
mens,2017-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2443,New Orleans,69.67,East,16b
mens,2017-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2507,Providence,82.05,East,11a
mens,2017-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,154,Wake Forest,83.32,South,11b
mens,2017-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,71.31,Midwest,16a
mens,2017-03-18,0,1.0,1.0,1.0,0.656168111622,0.458960009577,0.28906530389,0.17105977058,1,2250,Gonzaga,93.93,West,1
mens,2017-03-18,0,1.0,1.0,0.812962426954,0.5636938142,0.387986696727,0.214422014816,0.111202349902,1,2305,Kansas,92.25,Midwest,1
mens,2017-03-18,0,1.0,1.0,0.777953651172,0.587758895473,0.36491159968,0.169773439321,0.089233281599,1,150,Duke,92.35,East,2
mens,2017-03-18,0,1.0,1.0,0.673671972076,0.456583345525,0.287225555798,0.161170766839,0.083439018795,1,96,Kentucky,92.33,South,2
mens,2017-03-18,0,1.0,1.0,1.0,0.676927266029,0.257991579764,0.150063216151,0.082121701235,1,12,Arizona,90.11,West,2
mens,2017-03-18,0,1.0,1.0,0.821819319438,0.562483170954,0.285808753575,0.149762371809,0.072486186555,1,153,North Carolina,91.82,South,1
mens,2017-03-18,0,1.0,1.0,1.0,0.343831888378,0.200535856249,0.109594650847,0.056474430512,1,277,West Virginia,91.72,West,4
mens,2017-03-18,0,1.0,1.0,0.67329758196,0.474145434846,0.219998485149,0.111343874692,0.053058688389,1,97,Louisville,90.86,Midwest,2
mens,2017-03-18,0,1.0,1.0,1.0,0.543787372139,0.265893852713,0.109507306862,0.052182116331,1,57,Florida,90.71,East,4
mens,2017-03-18,0,1.0,1.0,1.0,0.456212627861,0.208128646139,0.081464946958,0.037255124895,1,275,Wisconsin,89.59,East,8
mens,2017-03-18,0,1.0,1.0,1.0,0.365771553158,0.194610833265,0.086803433974,0.036699224145,1,2509,Purdue,89.55,Midwest,4
mens,2017-03-18,0,1.0,1.0,0.326328027924,0.190705740807,0.10354826043,0.053811564964,0.025835857781,1,2724,Wichita State,89.37,South,10
mens,2017-03-18,0,1.0,1.0,0.608901848761,0.199829584298,0.091842309862,0.050222293721,0.025345986888,1,26,UCLA,88.98,South,3
mens,2017-03-18,0,1.0,1.0,0.761875935913,0.257200761373,0.10975026725,0.043436324911,0.020042941621,1,239,Baylor,88.21,East,3
mens,2017-03-18,0,1.0,1.0,1.0,0.355487890839,0.126496879221,0.047916695312,0.017013379799,1,2086,Butler,87.33,South,4
mens,2017-03-18,0,1.0,1.0,0.391098151239,0.15288132937,0.079509375578,0.036853240268,0.015844263636,1,2132,Cincinnati,88.46,South,6
mens,2017-03-18,0,1.0,1.0,0.677668425809,0.233922899173,0.072669045533,0.031906001755,0.013290988108,1,2483,Oregon,87.48,Midwest,3
mens,2017-03-18,0,1.0,1.0,1.0,0.323072733971,0.08251255441,0.032898414086,0.012617790349,1,2752,Xavier,87.25,West,11
mens,2017-03-18,0,1.0,1.0,0.32670241804,0.18974189835,0.066513683926,0.02678939329,0.010293576459,1,130,Michigan,87.18,Midwest,7
mens,2017-03-18,0,1.0,1.0,0.222046348828,0.110240923425,0.039842194985,0.010678305586,0.003573753598,1,2579,South Carolina,84.71,East,7
mens,2017-03-18,0,1.0,1.0,0.322331574191,0.10218976763,0.029318742317,0.010317346419,0.003496104748,1,227,Rhode Island,85.63,Midwest,11
mens,2017-03-18,0,1.0,1.0,0.187037573046,0.070534632642,0.028902513083,0.009964180652,0.003312640939,1,127,Michigan State,85.0,Midwest,9
mens,2017-03-18,0,1.0,1.0,0.178180680562,0.082028938207,0.025568865537,0.008716821489,0.002803447945,1,8,Arkansas,84.09,South,8
mens,2017-03-18,1,1.0,1.0,0.238124064087,0.044799419728,0.011473439234,0.003518091387,0.001317375193,1,30,Southern California,83.03,East,11b
mens,2017-03-18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,222,Villanova,95.34,East,1
mens,2017-03-18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,258,Virginia,90.57,East,5
mens,2017-03-18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,77,Northwestern,84.13,West,8
mens,2017-03-18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,87,Notre Dame,87.5,West,5
mens,2017-03-18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,52,Florida State,87.57,West,3
mens,2017-03-18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2608,Saint Mary's (CA),88.31,West,7
mens,2017-03-18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2393,Middle Tennessee,83.09,South,12
mens,2017-03-18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,66,Iowa State,88.7,Midwest,5
mens,2017-03-18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,116,Mount St. Mary's,71.55,East,16a
